CID,BDATE,GEN
NASAW00020342,09-13-66,Female
NASAW00020343,11-30-66,Female
NASAW00020344,04-14-67,Female
NASAW00020345,07-14-72,Female
NASAW00020346,10-03-66,Female
NASAW00020347,03-12-78,Female
NASAW00020348,09-07-83,Female
NASAW00020349,06-10-61,Female
NASAW00020350,08-01-60,Female
NASAW00020351,12-20-60,Female
NASAW00020352,11-06-60,Female
NASAW00020353,04-14-60,Female
NASAW00020354,05-01-60,
NASAW00020355,10-29-59,
NASAW00020356,01-04-41,
NASAW00020357,01-28-41,
NASAW00020358,09-10-46,
NASAW00020359,08-31-40,
NASAW00020360,10-20-40,
NASAW00020361,04-02-42,
NASAW00020362,06-14-42,
NASAW00020363,09-02-41,
NASAW00020364,08-26-41,
NASAW00020365,01-24-66,
NASAW00020366,08-31-71,
NASAW00020367,08-16-76,
NASAW00020368,03-04-60,
NASAW00020369,08-19-65,
NASAW00020370,01-29-60,
NASAW00020371,08-17-59,
NASAW00020372,10-18-65,
NASAW00020373,01-13-65,
NASAW00020374,12-13-59,
NASAW00020375,09-14-58,
NASAW00020376,05-15-59,
NASAW00020377,09-24-58,
NASAW00020378,09-21-48,
NASAW00020379,05-18-43,
NASAW00020380,01-31-48,
NASAW00020381,12-05-43,
NASAW00020382,03-23-44,
NASAW00020383,03-02-45,
NASAW00020384,08-11-44,
NASAW00020385,04-16-45,
NASAW00020386,05-20-45,
NASAW00020387,05-12-46,
NASAW00020388,05-04-46,
NASAW00020389,08-04-45,
NASAW00020390,08-11-45,
NASAW00020391,11-17-45,
NASAW00020392,09-08-45,
NASAW00020393,09-10-45,
NASAW00020394,10-13-46,
NASAW00020395,02-07-58,
NASAW00020396,11-21-46,
NASAW00020397,03-23-47,
NASAW00020398,11-29-46,
NASAW00020399,12-14-47,
NASAW00020400,03-20-48,
NASAW00020401,10-09-47,
NASAW00020402,01-12-52,
NASAW00020403,08-10-51,
NASAW00020404,02-07-54,
NASAW00020405,12-31-83,
NASAW00020406,08-04-53,
NASAW00020407,05-20-65,
NASAW00020408,01-14-83,
NASAW00020409,05-17-83,
NASAW00020410,12-10-82,
NASAW00020411,12-03-82,
NASAW00020412,04-22-83,
NASAW00020413,11-03-81,
NASAW00020414,05-23-82,
NASAW00020415,12-14-54,
NASAW00020416,12-18-60,
NASAW00020417,08-11-55,
NASAW00020418,10-11-55,
NASAW00020419,04-04-62,
NASAW00020420,08-03-56,
NASAW00020421,01-15-86,
NASAW00020422,02-14-86,
NASAW00020423,10-07-63,
NASAW00020424,07-12-57,
NASAW00020425,11-14-63,
NASAW00020426,04-03-58,
NASAW00020427,10-05-58,
NASAW00020428,01-01-59,
NASAW00020429,10-23-58,
NASAW00020430,08-04-59,
NASAW00020431,06-07-81,
NASAW00020432,08-19-80,
NASAW00020433,12-24-80,
NASAW00020434,04-11-81,
NASAW00020435,05-25-81,
NASAW00020436,10-23-80,
NASAW00020437,04-10-81,
NASAW00020438,06-20-81,
NASAW00020439,03-31-84,
NASAW00020440,05-22-84,
NASAW00020441,10-16-84,
NASAW00020442,07-15-78,
NASAW00020443,10-06-81,
NASAW00020444,09-09-66,
NASAW00020445,10-15-66,
NASAW00020446,08-06-60,
NASAW00020447,08-30-61,
NASAW00020448,02-18-67,
NASAW00020449,10-05-81,
NASAW00020450,08-10-62,
NASAW00020451,11-12-62,
NASAW00020452,04-06-74,
NASAW00020453,09-13-69,
NASAW00020454,12-07-63,
NASAW00020455,12-01-69,
NASAW00020456,08-10-63,
NASAW00020457,04-07-85,
NASAW00020458,05-13-80,
NASAW00020459,04-05-80,
NASAW00020460,09-19-75,
NASAW00020461,12-19-71,
NASAW00020462,02-21-72,
NASAW00020463,02-23-63,
NASAW00020464,07-23-62,
NASAW00020465,06-05-68,
NASAW00020466,02-01-68,
NASAW00020467,11-30-61,
NASAW00020468,12-03-61,
NASAW00020469,08-31-61,
NASAW00020470,08-23-67,
NASAW00020471,07-04-37,
NASAW00020472,01-17-76,
NASAW00020473,10-01-70,
NASAW00020474,04-01-76,
NASAW00020475,03-26-71,
NASAW00020476,03-06-71,
NASAW00020477,08-17-70,
NASAW00020478,10-31-75,
NASAW00020479,05-17-75,
NASAW00020480,05-20-73,
NASAW00020481,03-03-73,
NASAW00020482,04-18-73,
NASAW00020483,09-07-67,
NASAW00020484,08-22-47,
NASAW00020485,01-08-59,
NASAW00020486,03-09-48,
NASAW00020487,09-01-47,
NASAW00020488,09-12-47,
NASAW00020489,10-04-53,
NASAW00020490,09-29-48,
NASAW00020491,07-10-48,
NASAW00020492,08-12-48,
NASAW00020493,02-07-54,
NASAW00020494,12-08-59,
NASAW00020495,03-10-49,
NASAW00020496,03-03-49,
NASAW00020497,09-01-49,
NASAW00020498,11-08-49,
NASAW00020499,12-21-55,
NASAW00020500,10-24-49,
NASAW00020501,03-16-50,
NASAW00020502,10-24-49,
NASAW00020503,08-31-50,
NASAW00020504,03-06-51,
NASAW00020505,11-07-50,
NASAW00020506,10-13-50,
NASAW00020507,08-11-61,
NASAW00020508,04-06-51,
NASAW00020509,10-19-50,
NASAW00020510,05-07-52,
NASAW00020511,04-17-52,
NASAW00020512,09-05-52,
NASAW00020513,08-02-52,
NASAW00020514,10-31-52,
NASAW00020515,09-23-52,
NASAW00020516,01-29-53,
NASAW00020517,06-09-53,
NASAW00020518,10-20-58,
NASAW00020519,08-19-53,
NASAW00020520,12-09-53,
NASAW00020521,01-11-54,
NASAW00020522,06-07-54,
NASAW00020523,11-08-53,
NASAW00020524,04-01-60,
NASAW00020525,08-18-60,
NASAW00020526,05-23-60,
NASAW00020527,09-15-54,
NASAW00020528,04-03-56,
NASAW00020529,05-26-56,
NASAW00020530,10-01-55,
NASAW00020531,09-22-55,
NASAW00020532,04-19-61,
NASAW00020533,03-06-56,
NASAW00020534,09-06-66,
NASAW00020535,02-05-72,
NASAW00020536,08-10-55,
NASAW00020537,11-12-55,
NASAW00020538,08-12-62,
NASAW00020539,03-20-57,
NASAW00020540,12-18-56,
NASAW00020541,03-01-57,
NASAW00020542,11-04-56,
NASAW00020543,02-12-62,
NASAW00020544,04-25-58,
NASAW00020545,02-18-58,
NASAW00020546,04-25-58,
NASAW00020547,03-07-59,
NASAW00020548,05-02-63,
NASAW00020549,11-06-62,
NASAW00020550,12-13-79,
NASAW00020551,11-05-62,
NASAW00020552,02-17-68,
NASAW00020553,05-24-62,
NASAW00020554,09-11-61,
NASAW00020555,03-12-62,
NASAW00020556,11-29-67,
NASAW00020557,02-12-62,
NASAW00020558,12-01-61,
NASAW00020559,04-18-61,
NASAW00020560,12-01-77,
NASAW00020561,11-19-60,
NASAW00020562,09-09-66,
NASAW00020563,02-22-50,
NASAW00020564,04-27-50,
NASAW00020565,11-08-49,
NASAW00020566,08-11-50,
NASAW00020567,02-08-62,
NASAW00020568,12-16-51,
NASAW00020569,11-15-57,
NASAW00020570,08-07-57,
NASAW00020571,04-10-52,
NASAW00020572,01-21-59,
NASAW00020573,05-17-75,
NASAW00020574,05-13-60,
NASAW00020575,09-12-59,
NASAW00020576,12-24-59,
NASAW00020577,05-26-60,
NASAW00020578,08-29-58,
NASAW00020579,08-29-64,
NASAW00020580,03-12-63,
NASAW00020581,05-15-58,
NASAW00020582,05-06-58,
NASAW00020583,09-12-73,
NASAW00020584,10-23-56,
NASAW00020585,05-15-62,
NASAW00020586,10-13-61,
NASAW00020587,04-25-56,
NASAW00020588,09-22-55,
NASAW00020589,05-27-55,
NASAW00020590,09-16-54,
NASAW00020591,09-13-54,
NASAW00020592,03-21-55,
NASAW00020593,04-22-54,
NASAW00020594,09-20-53,
NASAW00020595,10-30-53,
NASAW00020596,02-14-54,
NASAW00020597,04-24-53,
NASAW00020598,11-17-52,
NASAW00020599,12-09-52,
NASAW00020600,01-24-86,
NASAW00020601,10-06-81,
NASAW00020602,02-24-82,
NASAW00020603,07-02-81,
NASAW00020604,10-11-79,
NASAW00020605,01-30-86,
NASAW00020606,01-23-80,
NASAW00020607,04-17-80,
NASAW00020608,05-18-79,
NASAW00020609,10-03-78,
NASAW00020610,03-06-84,
NASAW00020611,04-18-79,
NASAW00020612,10-29-78,
NASAW00020613,04-13-79,
NASAW00020614,01-02-79,
NASAW00020615,04-20-79,
NASAW00020616,08-12-78,
NASAW00020617,05-25-83,
NASAW00020618,01-11-77,
NASAW00020619,11-07-76,
NASAW00020620,08-03-76,
NASAW00020621,08-05-77,
NASAW00020622,12-31-77,
NASAW00020623,11-29-77,
NASAW00020624,10-12-76,
NASAW00020625,05-09-82,
NASAW00020626,02-10-82,
NASAW00020627,09-30-75,
NASAW00020628,11-21-81,
NASAW00020629,08-30-75,
NASAW00020630,09-12-75,
NASAW00020631,04-14-76,
NASAW00020632,08-02-75,
NASAW00020633,08-07-69,
NASAW00020634,02-04-70,
NASAW00020635,11-06-69,
NASAW00020636,05-01-75,
NASAW00020637,12-08-61,
NASAW00020638,02-08-62,
NASAW00020639,12-17-61,
NASAW00020640,11-29-61,
NASAW00020641,02-19-67,
NASAW00020642,11-01-67,
NASAW00020643,07-15-39,
NASAW00020644,08-17-39,
NASAW00020645,03-04-83,
NASAW00020646,11-21-77,
NASAW00020647,07-14-77,
NASAW00020648,06-01-78,
NASAW00020649,12-11-77,
NASAW00020650,01-20-81,
NASAW00020651,02-20-76,
NASAW00020652,07-06-75,
NASAW00020653,09-01-75,
NASAW00020654,05-03-81,
NASAW00020655,08-05-75,
NASAW00020656,10-19-75,
NASAW00020657,12-23-74,
NASAW00020658,08-11-76,
NASAW00020659,09-03-76,
NASAW00020660,04-18-75,
NASAW00020661,04-06-75,
NASAW00020662,06-13-74,
NASAW00020663,09-03-79,
NASAW00020664,11-20-73,
NASAW00020665,02-18-74,
NASAW00020666,04-06-74,
NASAW00020667,06-26-74,
NASAW00020668,04-06-74,
NASAW00020669,10-01-83,
NASAW00020670,09-09-75,
NASAW00020671,02-09-81,
NASAW00020672,03-03-81,
NASAW00020673,10-19-81,
NASAW00020674,02-22-78,
NASAW00020675,10-29-78,
NASAW00020676,03-20-72,
NASAW00020677,08-09-77,
NASAW00020678,09-20-82,
NASAW00020679,11-11-71,
NASAW00020680,07-15-77,
NASAW00020681,10-26-74,
NASAW00020682,04-15-75,
NASAW00020683,02-18-75,
NASAW00020684,07-28-74,
NASAW00020685,07-01-70,
NASAW00020686,10-05-70,
NASAW00020687,08-04-70,
NASAW00020688,03-11-71,
NASAW00020689,07-04-76,
NASAW00020690,05-04-71,
NASAW00020691,08-14-70,
NASAW00020692,12-02-76,
NASAW00020693,03-10-71,
NASAW00020694,10-10-69,
NASAW00020695,08-07-69,
NASAW00020696,12-19-69,
NASAW00020697,06-25-70,
NASAW00020698,03-16-75,
NASAW00020699,08-12-69,
NASAW00020700,01-30-70,
NASAW00020701,01-16-81,
NASAW00020702,03-07-69,
NASAW00020703,11-22-68,
NASAW00020704,08-20-68,
NASAW00020705,03-02-74,
NASAW00020706,09-15-73,
NASAW00020707,07-07-73,
NASAW00020708,03-05-80,
NASAW00020709,12-09-68,
NASAW00020710,05-07-80,
NASAW00020711,07-05-79,
NASAW00020712,01-18-80,
NASAW00020713,09-13-83,
NASAW00020714,07-13-83,
NASAW00020715,12-20-77,
NASAW00020716,03-13-79,
NASAW00020717,03-02-84,
NASAW00020718,06-23-78,
NASAW00020719,02-17-78,
NASAW00020720,01-01-78,
NASAW00020721,01-05-77,
NASAW00020722,10-22-77,
NASAW00020723,06-24-77,
NASAW00020724,07-07-76,
NASAW00020725,10-01-76,
NASAW00020726,08-14-82,
NASAW00020727,07-13-75,
NASAW00020728,06-12-76,
NASAW00020729,04-18-77,
NASAW00020730,12-12-76,
NASAW00020731,12-12-75,
NASAW00020732,03-21-86,
NASAW00020733,06-05-80,
NASAW00020734,01-14-80,
NASAW00020735,10-19-85,
NASAW00020736,12-10-80,
NASAW00020737,12-31-34,
NASAW00020738,07-18-77,
NASAW00020739,03-24-59,
NASAW00020740,12-07-58,
NASAW00020741,03-26-59,
NASAW00020742,02-14-64,
NASAW00020743,01-11-59,
NASAW00020744,08-29-58,
NASAW00020745,05-31-65,
NASAW00020746,02-20-76,
NASAW00020747,11-21-65,
NASAW00020748,04-03-60,
NASAW00020749,10-13-59,
NASAW00020750,03-25-60,
NASAW00020751,04-18-61,
NASAW00020752,03-14-61,
NASAW00020753,11-18-66,
NASAW00020754,11-08-60,
NASAW00020755,12-01-60,
NASAW00020756,01-21-67,
NASAW00020757,12-15-61,
NASAW00020758,08-29-72,
NASAW00020759,11-17-61,
NASAW00020760,03-15-73,
NASAW00020761,11-09-67,
NASAW00020762,10-08-68,
NASAW00020763,02-10-63,
NASAW00020764,07-16-62,
NASAW00020765,11-16-62,
NASAW00020766,04-06-69,
NASAW00020767,03-22-64,
NASAW00020768,08-24-63,
NASAW00020769,10-01-63,
NASAW00020770,11-11-63,
NASAW00020771,06-13-64,
NASAW00020772,04-04-69,
NASAW00020773,09-05-63,
NASAW00020774,07-03-69,
NASAW00020775,12-21-64,
NASAW00020776,04-09-65,
NASAW00020777,04-06-65,
NASAW00020778,04-02-65,
NASAW00020779,08-04-70,
NASAW00020780,07-22-64,
NASAW00020781,04-09-65,
NASAW00020782,10-31-75,
NASAW00020783,03-13-70,
NASAW00020784,08-20-64,
NASAW00020785,08-20-77,
NASAW00020786,05-20-78,
NASAW00020787,01-31-79,
NASAW00020788,01-13-79,
NASAW00020789,01-12-79,
NASAW00020790,12-04-78,
NASAW00020791,08-05-78,
NASAW00020792,12-31-76,
NASAW00020793,04-02-76,
NASAW00020794,08-08-67,
NASAW00020795,11-15-67,
NASAW00020796,02-13-67,
NASAW00020797,02-19-64,
NASAW00020798,03-03-64,
NASAW00020799,02-21-64,
NASAW00020800,05-16-63,
NASAW00020801,05-24-63,
NASAW00020802,08-24-62,
NASAW00020803,08-15-61,
NASAW00020804,05-10-61,
NASAW00020805,03-11-61,
NASAW00020806,08-22-71,
NASAW00020807,12-30-60,
NASAW00020808,11-11-71,
NASAW00020809,11-10-59,
NASAW00020810,06-22-47,
NASAW00020811,01-15-48,
NASAW00020812,08-16-85,
NASAW00020813,10-09-84,
NASAW00020814,09-28-84,
NASAW00020815,08-04-84,
NASAW00020816,01-09-86,
NASAW00020817,10-05-83,
NASAW00020818,01-10-83,
NASAW00020819,08-20-84,
NASAW00020820,12-11-84,
NASAW00020821,02-22-84,
NASAW00020822,01-31-83,
NASAW00020823,10-26-82,
NASAW00020824,11-06-48,
NASAW00020825,06-02-49,
NASAW00020826,05-08-72,
NASAW00020827,03-06-67,
NASAW00020828,08-17-66,
NASAW00020829,05-15-67,
NASAW00020830,07-19-66,
NASAW00020831,06-02-72,
NASAW00020832,05-05-72,
NASAW00020833,11-08-65,
NASAW00020834,01-24-66,
NASAW00020835,12-11-64,
NASAW00020836,03-18-76,
NASAW00020837,02-28-65,
NASAW00020838,10-14-64,
NASAW00020839,10-11-64,
NASAW00020840,08-06-63,
NASAW00020841,05-01-75,
NASAW00020842,04-03-66,
NASAW00020843,09-02-65,
NASAW00020844,03-16-81,
NASAW00020845,05-17-70,
NASAW00020846,09-23-64,
NASAW00020847,08-04-64,
NASAW00020848,12-15-63,
NASAW00020849,01-20-81,
NASAW00020850,09-10-81,
NASAW00020851,05-03-81,
NASAW00020852,07-02-81,
NASAW00020853,10-04-81,
NASAW00020854,08-02-74,
NASAW00020855,03-02-81,
NASAW00020856,01-07-75,
NASAW00020857,04-18-75,
NASAW00020858,10-29-74,
NASAW00020859,09-03-80,
NASAW00020860,09-19-74,
NASAW00020861,01-15-75,
NASAW00020862,10-08-80,
NASAW00020863,02-11-75,
NASAW00020864,09-24-74,
NASAW00020865,03-19-28,
NASAW00020866,12-01-27,
NASAW00020867,10-20-57,
NASAW00020868,03-09-57,
NASAW00020869,12-23-79,
NASAW00020870,08-07-73,
NASAW00020871,09-13-79,
NASAW00020872,08-16-84,
NASAW00020873,05-22-74,
NASAW00020874,05-20-74,
NASAW00020875,06-05-74,
NASAW00020876,10-25-73,
NASAW00020877,04-12-74,
NASAW00020878,01-21-79,
NASAW00020879,09-03-79,
NASAW00020880,04-17-78,
NASAW00020881,06-03-78,
NASAW00020882,03-06-84,
NASAW00020883,11-12-78,
NASAW00020884,07-08-72,
NASAW00020885,03-14-73,
NASAW00020886,09-07-72,
NASAW00020887,01-01-72,
NASAW00020888,07-21-71,
NASAW00020889,06-20-77,
NASAW00020890,04-14-72,
NASAW00020891,11-10-78,
NASAW00020892,01-08-73,
NASAW00020893,02-02-33,
NASAW00020894,03-20-72,
NASAW00020895,06-09-72,
NASAW00020896,11-11-71,
NASAW00020897,08-24-71,
NASAW00020898,01-24-72,
NASAW00020899,05-06-71,
NASAW00020900,10-01-70,
NASAW00020901,04-01-71,
NASAW00020902,12-02-76,
NASAW00020903,04-25-71,
NASAW00020904,03-18-71,
NASAW00020905,12-03-69,
NASAW00020906,11-06-69,
NASAW00020907,05-21-70,
NASAW00020908,04-20-75,
NASAW00020909,10-19-68,
NASAW00020910,02-17-77,
NASAW00020911,01-30-72,
NASAW00020912,05-01-72,
NASAW00020913,10-28-68,
NASAW00020914,10-19-78,
NASAW00020915,10-16-70,
NASAW00020916,11-09-70,
NASAW00020917,02-20-76,
NASAW00020918,10-31-75,
NASAW00020919,09-16-80,
NASAW00020920,06-21-75,
NASAW00020921,12-22-75,
NASAW00020922,01-17-70,
NASAW00020923,05-08-69,
NASAW00020924,06-05-83,
NASAW00020925,10-02-84,
NASAW00020926,01-14-85,
NASAW00020927,12-13-84,
NASAW00020928,04-15-85,
NASAW00020929,12-09-84,
NASAW00020930,12-11-68,
NASAW00020931,04-13-69,
NASAW00020932,11-23-67,
NASAW00020933,02-23-84,
NASAW00020934,02-01-83,
NASAW00020935,04-13-83,
NASAW00020936,12-20-82,
NASAW00020937,01-02-83,
NASAW00020938,02-20-83,
NASAW00020939,03-04-82,
NASAW00020940,02-25-82,
NASAW00020941,01-05-81,
NASAW00020942,03-22-86,
NASAW00020943,09-28-80,
NASAW00020944,11-22-81,
NASAW00020945,11-23-81,
NASAW00020946,09-24-81,
NASAW00020947,12-06-81,
NASAW00020948,01-05-81,
NASAW00020949,03-09-80,
NASAW00020950,11-09-85,
NASAW00020951,03-21-80,
NASAW00020952,11-02-79,
NASAW00020953,12-03-79,
NASAW00020954,10-07-85,
NASAW00020955,03-08-86,
NASAW00020956,02-24-81,
NASAW00020957,07-15-80,
NASAW00020958,03-25-81,
NASAW00020959,04-13-68,
NASAW00020960,09-02-67,
NASAW00020961,09-06-66,
NASAW00020962,11-17-66,
NASAW00020963,03-13-67,
NASAW00020964,12-13-46,
NASAW00020965,05-04-46,
NASAW00020966,04-08-73,
NASAW00020967,10-22-62,
NASAW00020968,01-03-63,
NASAW00020969,06-22-62,
NASAW00020970,05-10-65,
NASAW00020971,09-07-42,
NASAW00020972,12-12-42,
NASAW00020973,04-20-49,
NASAW00020974,04-19-45,
NASAW00020975,09-06-45,
NASAW00020976,08-31-52,
NASAW00020977,03-22-58,
NASAW00020978,06-24-47,
NASAW00020979,04-25-47,
NASAW00020980,02-07-47,
NASAW00020981,12-24-47,
NASAW00020982,08-09-47,
NASAW00020983,06-22-86,
NASAW00020984,11-09-85,
NASAW00020985,07-16-85,
NASAW00020986,10-25-82,
NASAW00020987,06-12-83,
NASAW00020988,09-21-82,
NASAW00020989,08-25-81,
NASAW00020990,04-09-82,
NASAW00020991,06-05-82,
NASAW00020992,01-12-85,
NASAW00020993,10-11-84,
NASAW00020994,04-21-85,
NASAW00020995,08-16-84,
NASAW00020996,09-19-84,
NASAW00020997,01-06-85,
NASAW00020998,07-03-83,
NASAW00020999,10-25-83,
NASAW00021000,09-23-83,
NASAW00021001,10-04-83,
NASAW00021002,04-26-83,
NASAW00021003,05-13-67,
NASAW00021004,11-02-72,
NASAW00021005,08-26-65,
NASAW00021006,01-18-66,
NASAW00021007,04-18-71,
NASAW00021008,01-18-66,
NASAW00021009,04-06-66,
NASAW00021010,12-07-71,
NASAW00021011,05-25-66,
NASAW00021012,01-18-65,
NASAW00021013,10-30-63,
NASAW00021014,10-21-63,
NASAW00021015,02-28-69,
NASAW00021016,08-05-71,
NASAW00021017,10-06-65,
NASAW00021018,07-20-71,
NASAW00021019,11-11-65,
NASAW00021020,02-18-70,
NASAW00021021,01-07-65,
NASAW00021022,12-12-63,
NASAW00021023,01-16-81,
NASAW00021024,07-04-75,
NASAW00021025,01-15-76,
NASAW00021026,09-18-75,
NASAW00021027,09-21-75,
NASAW00021028,10-19-81,
NASAW00021029,02-12-75,
NASAW00021030,10-19-81,
NASAW00021031,03-02-81,
NASAW00021032,04-15-75,
NASAW00021033,05-10-75,
NASAW00021034,03-23-75,
NASAW00021035,01-13-75,
NASAW00021036,06-18-80,
NASAW00021037,10-14-80,
NASAW00021038,02-23-75,
NASAW00021039,09-02-74,
NASAW00021040,09-19-74,
NASAW00021041,05-04-58,
NASAW00021042,02-07-58,
NASAW00021043,12-07-56,
NASAW00021044,01-06-57,
NASAW00021045,10-31-64,
NASAW00021046,09-09-64,
NASAW00021047,01-23-79,
NASAW00021048,12-15-73,
NASAW00021049,12-06-73,
NASAW00021050,08-03-73,
NASAW00021051,11-21-84,
NASAW00021052,09-08-73,
NASAW00021053,02-08-74,
NASAW00021054,05-20-74,
NASAW00021055,01-03-74,
NASAW00021056,05-07-74,
NASAW00021057,09-06-30,
NASAW00021058,08-18-72,
NASAW00021059,08-03-72,
NASAW00021060,02-17-73,
NASAW00021061,06-14-78,
NASAW00021062,02-03-84,
NASAW00021063,04-19-77,
NASAW00021064,05-19-72,
NASAW00021065,03-02-84,
NASAW00021066,04-06-77,
NASAW00021067,03-01-76,
NASAW00021068,07-28-70,
NASAW00021069,06-14-71,
NASAW00021070,07-03-70,
NASAW00021071,01-08-76,
NASAW00021072,02-19-76,
NASAW00021073,05-04-71,
NASAW00021074,03-06-76,
NASAW00021075,12-07-70,
NASAW00021076,05-31-70,
NASAW00021077,10-05-69,
NASAW00021078,08-05-80,
NASAW00021079,11-09-69,
NASAW00021080,01-16-70,
NASAW00021081,09-07-69,
NASAW00021082,08-15-75,
NASAW00021083,12-16-74,
NASAW00021084,05-21-44,
NASAW00021085,05-16-39,
NASAW00021086,10-26-38,
NASAW00021087,02-19-72,
NASAW00021088,11-24-76,
NASAW00021089,06-10-76,
NASAW00021090,12-24-70,
NASAW00021091,04-15-76,
NASAW00021092,08-05-69,
NASAW00021093,09-29-75,
NASAW00021094,05-13-80,
NASAW00021095,12-02-74,
NASAW00021096,03-02-69,
NASAW00021097,12-19-82,
NASAW00021098,08-10-84,
NASAW00021099,10-21-84,
NASAW00021100,12-20-84,
NASAW00021101,09-04-84,
NASAW00021102,08-29-68,
NASAW00021103,01-20-69,
NASAW00021104,12-30-68,
NASAW00021105,05-02-74,
NASAW00021106,07-09-67,
NASAW00021107,09-22-73,
NASAW00021108,05-22-68,
NASAW00021109,08-27-83,
NASAW00021110,02-04-84,
NASAW00021111,06-14-84,
NASAW00021112,09-14-82,
NASAW00021113,01-07-83,
NASAW00021114,05-04-83,
NASAW00021115,12-29-82,
NASAW00021116,06-12-82,
NASAW00021117,11-20-80,
NASAW00021118,09-19-80,
NASAW00021119,07-21-81,
NASAW00021120,01-08-82,
NASAW00021121,07-02-80,
NASAW00021122,04-07-85,
NASAW00021123,02-09-80,
NASAW00021124,12-19-79,
NASAW00021125,05-30-81,
NASAW00021126,05-06-81,
NASAW00021127,01-21-81,
NASAW00021128,12-17-80,
NASAW00021129,09-13-80,
NASAW00021130,06-14-81,
NASAW00021131,10-05-78,
NASAW00021132,12-02-79,
NASAW00021133,08-02-85,
NASAW00021134,08-30-85,
NASAW00021135,04-25-86,
NASAW00021136,09-09-85,
NASAW00021137,05-15-86,
NASAW00021138,08-22-78,
NASAW00021139,06-20-73,
NASAW00021140,10-12-72,
NASAW00021141,03-06-72,
NASAW00021142,10-18-66,
NASAW00021143,11-07-77,
NASAW00021144,02-05-72,
NASAW00021145,11-30-65,
NASAW00021146,01-05-77,
NASAW00021147,01-14-66,
NASAW00021148,08-30-72,
NASAW00021149,06-21-84,
NASAW00021150,03-20-84,
NASAW00021151,06-20-73,
NASAW00021152,01-05-73,
NASAW00021153,08-14-72,
NASAW00021154,08-09-33,
NASAW00021155,09-01-65,
NASAW00021156,08-23-65,
NASAW00021157,10-17-64,
NASAW00021158,01-15-65,
NASAW00021159,06-05-70,
NASAW00021160,05-23-65,
NASAW00021161,09-11-63,
NASAW00021162,05-17-75,
NASAW00021163,11-29-74,
NASAW00021164,08-08-63,
NASAW00021165,01-31-75,
NASAW00021166,09-12-74,
NASAW00021167,04-06-86,
NASAW00021168,10-20-75,
NASAW00021169,02-20-76,
NASAW00021170,03-27-74,
NASAW00021171,02-02-79,
NASAW00021172,05-04-79,
NASAW00021173,05-12-73,
NASAW00021174,09-06-83,
NASAW00021175,01-20-73,
NASAW00021176,02-03-84,
NASAW00021177,02-10-78,
NASAW00021178,12-06-71,
NASAW00021179,01-09-72,
NASAW00021180,09-21-70,
NASAW00021181,03-19-71,
NASAW00021182,05-13-71,
NASAW00021183,03-15-74,
NASAW00021184,02-14-74,
NASAW00021185,10-23-73,
NASAW00021186,08-04-70,
NASAW00021187,10-13-75,
NASAW00021188,01-16-70,
NASAW00021189,05-22-69,
NASAW00021190,08-22-68,
NASAW00021191,07-23-67,
NASAW00021192,02-24-68,
NASAW00021193,01-11-73,
NASAW00021194,06-20-73,
NASAW00021195,01-11-73,
NASAW00021196,05-09-72,
NASAW00021197,07-18-77,
NASAW00021198,12-17-66,
NASAW00021199,12-06-66,
NASAW00021200,10-31-66,
NASAW00021201,08-13-34,
NASAW00021202,09-22-71,
NASAW00021203,06-23-72,
NASAW00021204,02-20-72,
NASAW00021205,03-03-77,
NASAW00021206,09-03-71,
NASAW00021207,07-13-71,
NASAW00021208,12-03-37,
NASAW00021209,12-17-70,
NASAW00021210,10-01-70,
NASAW00021211,11-09-69,
NASAW00021212,05-23-70,
NASAW00021213,05-16-70,
NASAW00021214,09-29-69,
NASAW00021215,08-24-75,
NASAW00021216,11-21-69,
NASAW00021217,10-19-70,
NASAW00021218,12-10-68,
NASAW00021219,08-06-68,
NASAW00021220,12-30-67,
NASAW00021221,01-19-67,
NASAW00021222,10-12-72,
